"latitude","longitude","pres_abs"
34.75,-119.94,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.72,-119.97,0
34.46,-119.77,0
34.68,-120.14,0
34.46,-119.77,0
34.47,-120.23,1
34.47,-120.23,1
34.47,-120.23,1
34.47,-120.23,1
34.47,-120.23,1
34.47,-120.23,1
34.47,-120.23,1
34.04,-119.57,1
34.46,-120.06,0
34.4,-119.74,0
34.77,-119.94,1
34.77,-119.94,1
34.77,-119.94,1
34.05,-119.57,1
34.72,-120.05,0
34.72,-119.96,0
34.74,-120.03,0
34.55,-120.39,0
34.57,-119.95,0
34.02,-119.57,0
34.46,-119.77,0
34.7,-120.17,0
34.7,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.7,-120.04,1
34.05,-119.57,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.4,-119.52,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.76,-119.96,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.73,-120.57,0
34.84,-120.34,0
34.89,-120.62,0
34.75,-120.06,0
34,-119.73,0
34.54,-120.54,0
34.41,-119.88,1
34.41,-119.88,1
34.05,-119.57,1
34.53,-120.52,1
34.53,-120.52,1
34.53,-120.52,1
34.46,-119.77,0
34.61,-120.07,0
34.03,-119.7,0
34.05,-119.57,1
34.85,-120.6,0
34.5,-119.64,0
34.53,-120.52,1
34.53,-120.52,1
34.53,-120.52,1
34.46,-120.06,0
34.46,-119.76,1
34.05,-119.57,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.57,-119.95,0
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.41,-119.88,1
34.41,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.74,-120.28,0
34.57,-120.44,0
34.46,-120.03,1
34.46,-120.03,1
33.99,-119.69,0
34.05,-119.57,1
33.99,-119.71,0
34.05,-119.57,1
34.76,-119.96,1
34.84,-120.26,0
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.42,-119.66,1
34.84,-120.33,0
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.58,-120.3,0
34.51,-119.61,1
34.63,-120.45,0
34.77,-119.94,1
34.77,-119.94,1
34.77,-119.94,1
34.52,-119.63,0
34.52,-119.63,0
34.63,-120.45,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.05,-119.55,0
34.52,-119.63,0
34.52,-119.63,0
34.59,-119.74,0
34.52,-119.63,0
34.52,-119.63,0
34.72,-120.06,0
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.73,-120.04,0
34.62,-120.21,0
34.46,-119.73,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.47,-120.19,0
34.05,-119.57,1
34.02,-119.77,1
34.46,-119.77,0
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.46,-119.77,0
34.73,-120.04,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.46,-119.73,1
34.03,-119.7,0
34.5,-119.64,0
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.04,-119.57,1
34.76,-119.57,0
34.41,-119.88,1
34.41,-119.88,1
34.05,-119.57,1
34.74,-120.06,0
34.46,-119.76,1
34.71,-120.04,0
34.52,-119.63,0
34.03,-119.7,0
34.41,-119.88,1
34.41,-119.88,1
34.05,-119.57,1
34.03,-119.7,0
34.86,-120.32,0
34.54,-119.62,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.82,-120.26,0
34.05,-119.57,1
34.03,-119.55,0
35.01,-120.17,0
34.51,-119.61,1
34.65,-120.08,0
34.41,-119.74,1
34.41,-119.74,1
34.41,-119.74,1
34.41,-119.74,1
34.5,-119.61,1
34.72,-119.97,0
34.53,-119.63,0
34.5,-119.61,1
34.72,-120.06,0
34.52,-119.63,0
34.74,-120.06,0
34.74,-120.06,0
34.73,-119.97,0
35.07,-120.17,0
34.41,-119.88,1
34.41,-119.88,1
34.71,-119.96,0
35.07,-120.17,0
34.41,-119.88,1
34.41,-119.88,1
34.54,-119.62,0
34.7,-120.04,1
34.67,-120.06,0
34.52,-119.63,0
34.52,-119.63,0
34.53,-119.76,0
34.47,-119.75,0
34.46,-119.77,0
34.51,-119.6,0
34.72,-119.96,0
34.04,-119.54,0
34.52,-119.63,0
34.52,-119.63,0
34.05,-119.57,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.05,0
34.94,-120.21,0
35.07,-120.17,0
34.94,-120.21,0
34.6,-119.75,0
34.77,-119.91,0
34.58,-120.15,0
34.8,-119.99,0
34.4,-119.73,1
34.4,-119.73,1
34.4,-119.73,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.64,-120.21,0
34.74,-120.08,0
34.03,-119.7,0
34.03,-119.7,0
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-120.04,1
34.73,-119.97,0
34.05,-119.55,0
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-120.04,1
34.41,-119.88,1
34.41,-119.88,1
34.46,-120.04,1
34.62,-120.09,0
34.51,-119.58,0
34.75,-119.98,0
34.73,-120.09,0
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.55,0
34.58,-120.53,0
34.47,-120.19,0
34.82,-120.27,0
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.48,-120.23,0
34.43,-119.86,1
34.84,-120.34,0
34.54,-119.7,0
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.46,-119.71,1
34.02,-119.77,1
34.46,-119.77,0
34.05,-119.57,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.54,-119.7,0
34.46,-119.77,0
34.02,-119.77,1
34.57,-119.75,0
34.77,-119.91,0
34.5,-119.64,0
34.53,-119.63,0
34.5,-119.64,0
34.74,-120.05,0
34.46,-119.76,1
34.03,-119.7,0
34.05,-119.74,0
34.77,-119.93,0
34.77,-119.93,0
34.51,-119.61,1
34.46,-119.77,0
34.41,-119.74,1
34.41,-119.74,1
34.41,-119.74,1
34.41,-119.74,1
34.46,-120.05,0
34.5,-119.64,0
34.62,-120.26,0
34.46,-119.77,0
34.77,-119.93,0
34.62,-120.02,0
34.77,-119.93,0
34.01,-119.67,0
34.79,-119.98,0
34.64,-119.96,0
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.53,-120.45,0
34.58,-119.75,0
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.39,-119.5,1
34.48,-120.23,0
34.51,-119.61,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.57,-120.41,0
34.05,-119.57,1
34.02,-119.57,0
34,-119.71,0
34.51,-120.43,0
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.47,-120.11,0
34.02,-119.76,0
34.49,-120.35,0
34.45,-119.74,0
34.03,-119.7,0
34.03,-119.7,0
34.57,-119.63,0
34.93,-120.22,0
34.76,-119.57,0
34.78,-119.57,0
34.05,-119.57,1
34.03,-119.7,0
34.47,-120.03,0
34.02,-119.73,0
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.61,-120.06,0
34.61,-120.13,0
34.62,-120.08,0
34.67,-120.13,0
34.5,-119.61,1
34.73,-119.97,0
34.41,-119.88,1
34.41,-119.88,1
34.41,-119.88,1
34.41,-119.88,1
34.04,-119.57,1
34.51,-120.23,0
34.74,-120.06,0
34.61,-119.75,0
34.6,-119.75,0
34.46,-120.06,0
34.49,-119.54,0
34.55,-119.77,0
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.51,-119.58,0
34.45,-119.92,0
34.51,-119.6,0
34.54,-119.7,0
34.5,-119.64,0
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.42,-119.86,1
34.51,-119.61,1
34.5,-119.64,0
34.51,-119.58,0
34.53,-119.63,0
34.62,-120.05,0
34.78,-120.43,0
34.84,-120.28,0
34.03,-119.7,0
34.74,-120.05,0
34.48,-119.56,0
34.48,-120.13,0
34.5,-119.64,0
34.82,-120.29,0
34.57,-119.75,0
34.76,-119.92,0
34.77,-119.92,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.6,-119.75,0
34.46,-119.76,1
34.52,-119.63,0
34.03,-119.55,0
34.67,-120.12,0
34.75,-119.7,0
34.76,-119.57,0
34.73,-119.57,0
34.77,-119.92,0
34.42,-119.79,0
34.48,-120.14,0
34.75,-119.98,0
34.77,-119.92,0
35.04,-120.04,0
34.63,-119.76,0
34.75,-119.7,0
34.64,-119.57,0
34.74,-119.68,0
34.63,-119.76,0
34.77,-119.93,0
34.6,-119.75,0
34.73,-119.67,0
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.72,-119.95,0
34.94,-120.21,0
34.5,-119.56,0
34.74,-120.07,0
34.51,-119.61,1
34.6,-119.75,0
34.6,-119.75,0
34.58,-119.96,0
34.74,-120.08,0
34.94,-120.19,0
34.42,-119.59,1
34.55,-119.79,0
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.5,-119.64,0
34.74,-120.07,0
34.74,-120.07,0
34.42,-119.59,1
34.5,-120.23,0
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.44,-119.75,0
34.44,-119.76,1
34.44,-119.76,1
34.44,-119.76,1
34.44,-119.76,1
34.47,-120.03,0
34.47,-120.03,0
34,-119.75,0
35.04,-120.04,0
34.72,-119.96,0
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.75,-119.57,0
34.84,-120.33,0
34.74,-120.06,0
34.74,-120.08,0
34.52,-119.68,0
34.94,-120.19,0
34.75,-120.06,0
34.69,-119.92,0
34.94,-120.2,0
34.94,-120.2,0
34.74,-120.05,0
34.75,-119.97,0
34.52,-119.68,0
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.57,-119.75,0
34.46,-119.73,1
34.44,-119.76,1
34.44,-119.76,1
34.44,-119.76,1
34.44,-119.76,1
34.72,-119.97,0
34.7,-120.11,0
34.51,-119.6,0
34.51,-119.61,1
34.75,-120.06,0
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.01,-119.76,0
34.03,-119.7,0
34.75,-120.06,0
34.58,-119.73,0
34.54,-119.63,0
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.44,-119.84,1
34.57,-119.76,0
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.62,-120.21,0
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.42,-119.88,1
34.75,-120.06,0
34.53,-120.45,0
34.78,-120.43,0
34.77,-120.35,0
34.04,-119.57,1
34.04,-119.57,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.41,-119.85,1
34.4,-119.53,1
34.4,-119.53,1
34.4,-119.53,1
34.4,-119.53,1
34.4,-119.53,1
34.4,-119.53,1
34.03,-119.7,0
34.54,-119.7,0
34.02,-119.55,0
34.74,-120.06,0
34.48,-120.14,0
34.74,-120.05,0
35.06,-120.17,0
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.77,-119.91,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.7,-120.04,1
34.49,-119.53,0
34.74,-120.08,0
34.5,-119.61,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.39,-119.51,1
34.41,-119.88,1
34.41,-119.88,1
34.05,-119.57,1
34.7,-120.04,1
34.77,-119.57,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.47,-120.24,0
34.54,-120.15,0
34.56,-120.14,0
34.01,-119.74,0
34.45,-119.92,0
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.04,-119.57,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.05,-119.56,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.69,-120.04,1
34.77,-119.93,0
34.04,-119.57,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.44,-119.77,1
34.78,-120.02,0
34.8,-119.99,0
33.98,-119.72,0
33.98,-119.72,0
34,-119.72,0
34,-119.72,0
34.03,-119.7,0
34.75,-119.94,0
